Age,Budget,Interet,Duree,Climat,Destination
18,716,Ile,20,Tempéré,Le Caire
28,1697,Megalopole,8,Froid,Sydney
60,3139,Nature,9,Chaud,Los Angeles
29,2281,Historique,10,Chaud,Cancun
30,1794,Nature,4,Chaud,Iles Galapagos
46,4344,Megalopole,6,Froid,New York
22,562,Nature,7,Froid,Vancouver
39,2010,Megalopole,24,Tempéré,Bali
36,2718,Historique,11,Froid,Barcelone
36,2219,Nature,5,Chaud,Dubai
42,2904,Aventure,4,Tempéré,Patagonie
40,4584,Culture,3,Froid,Londres
23,2175,Plage,3,Tempéré,Dubai
53,2521,Nature,3,Chaud,Santorin
34,2979,Ile,15,Chaud,Rio de Janeiro
47,1407,Nature,17,Chaud,Le Cap
37,4284,Megalopole,17,Tempéré,Prague
32,2756,Ile,5,Tempéré,Kyoto
51,2721,Historique,4,Chaud,Queenstown
19,811,Plage,6,Froid,Barcelone
36,1508,Nature,7,Tempéré,Amazonie
50,1173,Culture,24,Chaud,Amsterdam
25,1231,Nature,9,Chaud,Rome
37,2376,Nature,7,Tempéré,Le Cap
48,1380,Nature,3,Chaud,Amazonie
36,1793,Nature,5,Tempéré,Iles Galapagos
42,500,Ile,3,Chaud,Bali
29,1303,Aventure,6,Chaud,Iles Galapagos
50,2573,Culture,10,Chaud,Buenos Aires
42,3220,Nature,6,Chaud,Barcelone
44,3893,Aventure,4,Chaud,Le Caire
41,2576,Historique,9,Froid,Rome
57,2317,Culture,6,Froid,Londres
37,4026,Plage,4,Froid,Machu Picchu
38,2435,Aventure,11,Tempéré,Patagonie
42,2823,Culture,10,Chaud,Cancun
35,759,Historique,10,Froid,Prague
43,3035,Historique,10,Tempéré,Buenos Aires
38,2397,Ile,12,Chaud,Zanzibar
28,762,Aventure,5,Chaud,Rio de Janeiro
27,1786,Nature,5,Chaud,Prague
37,2673,Aventure,3,Tempéré,Kyoto
34,2461,Culture,3,Froid,Paris
51,2679,Culture,3,Chaud,Marrakech
40,2327,Ile,16,Chaud,Amazonie
29,2088,Historique,6,Tempéré,Patagonie
33,3493,Culture,4,Chaud,Bora Bora
23,1603,Plage,12,Chaud,Cancun
39,2524,Plage,8,Chaud,Paris
23,886,Culture,12,Tempéré,Buenos Aires
24,1230,Aventure,8,Tempéré,Machu Picchu
63,4554,Culture,19,Tempéré,Tokyo
43,3310,Historique,3,Froid,Prague
34,2238,Culture,3,Tempéré,Paris
31,1956,Nature,4,Froid,Patagonie
27,933,Aventure,6,Froid,Patagonie
47,5480,Aventure,9,Froid,Amazonie
47,3699,Aventure,10,Chaud,Sydney
25,776,Ile,10,Chaud,Bora Bora
40,2376,Nature,3,Chaud,Sydney
22,1557,Ile,6,Froid,Santorin
21,1117,Historique,3,Froid,Rome
51,3409,Historique,12,Froid,Rio de Janeiro
47,3874,Nature,8,Chaud,Queenstown
37,2691,Culture,3,Tempéré,Amsterdam
29,1716,Culture,6,Chaud,Marrakech
26,1458,Plage,9,Tempéré,Rio de Janeiro
34,1390,Culture,12,Froid,Londres
35,1945,Culture,4,Tempéré,Santorin
52,3084,Plage,19,Tempéré,Santorin
51,2530,Historique,8,Tempéré,Kyoto
22,1020,Aventure,3,Tempéré,Buenos Aires
41,3042,Plage,16,Chaud,Cancun
18,1544,Plage,13,Tempéré,Rio de Janeiro
52,3921,Culture,6,Tempéré,Marrakech
53,4393,Culture,3,Froid,Amsterdam
43,5753,Ile,26,Froid,Bangkok
35,2845,Historique,7,Tempéré,Paris
30,2192,Ile,11,Tempéré,Machu Picchu
25,2644,Historique,11,Chaud,Cancun
46,3206,Culture,4,Froid,Amsterdam
47,3467,Aventure,15,Chaud,Rome
39,3287,Plage,5,Froid,Machu Picchu
18,2157,Aventure,7,Chaud,Patagonie
34,2072,Historique,7,Froid,Le Cap
57,3604,Nature,3,Chaud,Amazonie
25,1944,Historique,4,Froid,Queenstown
41,1377,Nature,6,Tempéré,Vancouver
60,4709,Ile,5,Tempéré,Bali
39,3961,Historique,7,Froid,Machu Picchu
40,2332,Ile,3,Froid,Bali
52,3590,Plage,10,Froid,Vancouver
52,1432,Plage,16,Chaud,Machu Picchu
21,1686,Nature,15,Chaud,Buenos Aires
31,1756,Plage,5,Chaud,Barcelone
46,3361,Ile,6,Tempéré,Santorin
60,1332,Nature,11,Froid,Vancouver
46,4100,Nature,5,Froid,Vancouver
43,3080,Aventure,7,Tempéré,Londres
27,1957,Ile,7,Tempéré,Rio de Janeiro
40,1617,Historique,5,Tempéré,Prague
18,1114,Culture,5,Tempéré,Le Cap
20,1142,Historique,6,Froid,Prague
38,2781,Plage,6,Tempéré,Zanzibar
45,2112,Ile,15,Froid,Santorin
55,5067,Culture,6,Chaud,Amazonie
18,500,Aventure,7,Chaud,Los Angeles
39,1326,Historique,4,Tempéré,Rio de Janeiro
42,2074,Historique,7,Tempéré,Machu Picchu
50,2857,Nature,17,Tempéré,Iles Galapagos
44,1503,Nature,6,Froid,Londres
40,1952,Megalopole,11,Tempéré,Los Angeles
26,1612,Megalopole,10,Froid,Bangkok
37,2775,Historique,17,Tempéré,Tokyo
42,855,Nature,12,Chaud,Santorin
43,4184,Culture,13,Chaud,Zanzibar
28,1557,Historique,5,Tempéré,Le Caire
38,1594,Nature,7,Chaud,Le Caire
45,500,Nature,10,Froid,Le Cap
37,3088,Plage,5,Chaud,Marrakech
45,3495,Aventure,6,Chaud,Rome
28,2791,Aventure,5,Froid,Barcelone
32,1539,Ile,8,Chaud,Bora Bora
55,5531,Megalopole,8,Froid,Sydney
59,1397,Megalopole,24,Tempéré,Iles Galapagos
59,3239,Nature,9,Tempéré,Vancouver
42,2036,Historique,3,Chaud,Zanzibar
35,2220,Historique,3,Tempéré,Rome
29,1481,Historique,4,Chaud,Amazonie
39,1120,Ile,9,Froid,Bora Bora
44,2108,Historique,5,Froid,Cancun
18,1720,Aventure,5,Froid,Buenos Aires
55,4224,Megalopole,9,Tempéré,Vancouver
27,1303,Ile,4,Chaud,Santorin
42,1485,Nature,12,Tempéré,Amazonie
25,1581,Ile,9,Tempéré,Zanzibar
51,5254,Megalopole,5,Chaud,New York
25,2420,Ile,3,Froid,Santorin
23,914,Megalopole,11,Chaud,Marrakech
25,1195,Ile,3,Froid,Patagonie
27,1434,Ile,8,Froid,Santorin
45,875,Historique,9,Tempéré,Buenos Aires
39,2919,Nature,7,Froid,Barcelone
58,4393,Historique,5,Tempéré,Patagonie
49,2407,Nature,10,Froid,Machu Picchu
31,2413,Ile,16,Froid,Bora Bora
32,966,Nature,5,Chaud,Vancouver
27,2129,Nature,5,Chaud,Iles Galapagos
36,2342,Historique,17,Tempéré,Le Caire
42,2818,Culture,9,Chaud,Amazonie
26,765,Plage,24,Tempéré,Los Angeles
48,2891,Ile,3,Chaud,Bora Bora
33,2666,Nature,4,Froid,Queenstown
29,1440,Megalopole,7,Chaud,Los Angeles
44,2325,Historique,5,Froid,Amsterdam
42,1593,Ile,5,Froid,Machu Picchu
37,2417,Aventure,3,Tempéré,Kyoto
47,3959,Ile,9,Tempéré,Prague
34,2081,Historique,17,Chaud,Rome
54,3697,Culture,4,Tempéré,Paris
38,2304,Aventure,4,Froid,Bora Bora
39,1972,Megalopole,7,Tempéré,Bangkok
18,1360,Historique,8,Froid,Prague
55,3055,Culture,8,Tempéré,Amsterdam
30,1997,Aventure,3,Tempéré,Patagonie
46,500,Plage,3,Froid,Rome
22,1592,Nature,4,Froid,Iles Galapagos
43,2001,Culture,6,Froid,Prague
37,3325,Aventure,8,Tempéré,Bali
33,2668,Aventure,7,Chaud,Zanzibar
28,1979,Plage,12,Chaud,Dubai
31,2441,Plage,8,Froid,Bali
31,1469,Culture,5,Froid,Amsterdam
51,4702,Historique,9,Chaud,Patagonie
48,2616,Nature,11,Froid,Zanzibar
38,1906,Aventure,5,Tempéré,Patagonie
40,1762,Nature,8,Froid,Bali
42,500,Culture,4,Chaud,Le Caire
46,4273,Plage,7,Tempéré,Prague
23,1230,Ile,5,Froid,Bangkok
49,3613,Historique,9,Chaud,Rome
32,500,Historique,8,Froid,Prague
25,1661,Historique,7,Tempéré,Kyoto
45,2813,Plage,5,Froid,Machu Picchu
33,1369,Culture,6,Chaud,Le Caire
32,2029,Historique,7,Chaud,Bangkok
24,1827,Ile,10,Chaud,Zanzibar
31,2690,Historique,3,Chaud,Rome
34,2316,Megalopole,12,Tempéré,Buenos Aires
22,2362,Nature,5,Tempéré,Vancouver
18,1331,Aventure,10,Tempéré,Paris
42,4690,Culture,5,Chaud,Bali
32,3271,Historique,8,Tempéré,Le Cap
21,1399,Plage,16,Chaud,Amazonie
49,2092,Aventure,3,Tempéré,Cancun
30,2871,Plage,16,Chaud,Sydney
37,1826,Historique,6,Froid,Patagonie
33,3569,Ile,4,Chaud,Santorin
20,830,Aventure,8,Froid,Londres
60,500,Aventure,18,Tempéré,Rio de Janeiro
47,4006,Megalopole,3,Chaud,Bangkok
30,500,Megalopole,6,Froid,Tokyo
23,645,Historique,8,Tempéré,Machu Picchu
47,1669,Megalopole,7,Chaud,Rome
41,4224,Aventure,8,Froid,Bangkok
38,1827,Nature,10,Froid,Bangkok
42,4093,Ile,3,Froid,Zanzibar
31,1275,Culture,5,Tempéré,Amsterdam
26,1669,Historique,10,Chaud,Machu Picchu
22,2285,Historique,3,Chaud,Barcelone
62,1566,Nature,3,Tempéré,Prague
32,1648,Megalopole,11,Froid,New York
48,926,Plage,6,Froid,Cancun
29,2620,Megalopole,31,Chaud,Tokyo
46,1843,Historique,3,Tempéré,Iles Galapagos
36,2701,Ile,17,Tempéré,New York
18,558,Plage,8,Tempéré,Amazonie
38,3042,Ile,4,Tempéré,Santorin
32,759,Plage,7,Tempéré,Cancun
18,1455,Nature,3,Tempéré,Patagonie
34,2535,Historique,4,Froid,Machu Picchu
34,1981,Megalopole,3,Chaud,Barcelone
46,3232,Megalopole,7,Tempéré,Bangkok
45,4259,Culture,7,Chaud,Los Angeles
47,2850,Ile,4,Tempéré,Zanzibar
40,3376,Megalopole,16,Froid,Los Angeles
32,1484,Plage,4,Froid,Amsterdam
25,949,Plage,5,Froid,Amazonie
24,1511,Aventure,10,Chaud,Buenos Aires
30,1058,Historique,8,Tempéré,Buenos Aires
44,4891,Historique,4,Chaud,Prague
24,1689,Culture,10,Froid,Machu Picchu
37,3786,Aventure,11,Froid,Zanzibar
51,2340,Aventure,9,Chaud,Buenos Aires
51,1152,Historique,5,Tempéré,Machu Picchu
48,500,Aventure,4,Tempéré,Patagonie
52,5324,Plage,3,Chaud,Amazonie
31,1695,Megalopole,13,Tempéré,Paris
31,2224,Plage,4,Tempéré,Bali
42,2133,Historique,3,Tempéré,Paris
29,1518,Nature,3,Tempéré,Le Cap
41,2742,Culture,4,Tempéré,Marrakech
29,3115,Megalopole,4,Froid,Vancouver
40,2054,Culture,5,Froid,Patagonie
39,2937,Historique,11,Tempéré,Prague
18,1515,Aventure,6,Tempéré,Patagonie
39,4160,Plage,4,Tempéré,Paris
74,2816,Nature,4,Tempéré,Dubai
30,1499,Ile,5,Chaud,Santorin
33,2463,Culture,4,Tempéré,Paris
42,2045,Nature,9,Chaud,Rome
48,4046,Historique,4,Chaud,Santorin
18,1389,Nature,4,Tempéré,Zanzibar
40,3710,Aventure,14,Chaud,Santorin
63,2211,Culture,4,Chaud,Iles Galapagos
63,1879,Megalopole,6,Tempéré,Kyoto
43,2491,Megalopole,10,Froid,Kyoto
45,4437,Ile,12,Tempéré,Marrakech
39,2282,Plage,8,Froid,Prague
54,1444,Megalopole,3,Froid,Sydney
30,1547,Culture,13,Tempéré,Paris
41,3751,Megalopole,16,Chaud,Bangkok
33,2120,Megalopole,9,Chaud,Rio de Janeiro
43,3422,Megalopole,6,Tempéré,Dubai
27,1293,Aventure,9,Froid,Queenstown
53,2724,Plage,3,Froid,Zanzibar
19,1051,Culture,8,Chaud,Amsterdam
24,1988,Nature,4,Froid,Vancouver
32,526,Ile,4,Froid,Amazonie
22,1051,Nature,5,Tempéré,Kyoto
33,1936,Megalopole,4,Froid,Sydney
32,3252,Nature,3,Tempéré,Vancouver
32,2493,Aventure,6,Chaud,Marrakech
55,4845,Aventure,7,Chaud,Bali
25,2161,Ile,9,Froid,Vancouver
51,3903,Historique,6,Froid,Santorin
43,2567,Megalopole,5,Chaud,Tokyo
29,1384,Megalopole,13,Froid,Bali
18,1209,Culture,7,Froid,Amsterdam
56,3986,Ile,3,Tempéré,Paris
39,2086,Plage,6,Tempéré,Cancun
28,2020,Ile,12,Tempéré,Rome
68,4775,Plage,6,Tempéré,Vancouver
23,500,Nature,5,Chaud,Los Angeles
52,1030,Aventure,12,Tempéré,Queenstown
47,6530,Plage,8,Chaud,Barcelone
43,3323,Nature,10,Tempéré,Paris
39,2211,Culture,4,Froid,Paris
25,1447,Aventure,5,Chaud,Iles Galapagos
29,2994,Megalopole,5,Froid,Tokyo
51,3938,Megalopole,11,Chaud,Bangkok
55,2414,Culture,11,Chaud,Rome
39,2159,Nature,4,Tempéré,Rome
47,3555,Nature,7,Froid,Amazonie
31,2454,Aventure,7,Tempéré,Buenos Aires
39,1660,Nature,7,Tempéré,Amazonie
46,3476,Plage,7,Chaud,Kyoto
18,889,Historique,18,Chaud,Kyoto
18,500,Culture,3,Tempéré,Rio de Janeiro
39,1939,Aventure,4,Chaud,Bali
39,1313,Plage,8,Froid,Bangkok
18,1271,Aventure,4,Chaud,Kyoto
47,3321,Plage,6,Froid,Sydney
18,1312,Ile,10,Froid,Zanzibar
35,1793,Plage,7,Froid,Bali
48,3855,Nature,5,Froid,Santorin
38,2034,Historique,3,Froid,Le Caire
18,1405,Nature,9,Chaud,Iles Galapagos
46,3747,Culture,9,Tempéré,Marrakech
51,2490,Ile,4,Chaud,Rome
45,2287,Megalopole,7,Froid,Bora Bora
26,2861,Aventure,11,Froid,Barcelone
49,3424,Historique,9,Froid,Rio de Janeiro
18,941,Plage,10,Froid,Bali
48,1391,Aventure,6,Chaud,Bora Bora
20,1781,Megalopole,3,Tempéré,Cancun
18,1116,Aventure,7,Froid,Patagonie
39,3840,Plage,7,Tempéré,Barcelone
45,3328,Ile,6,Froid,Zanzibar
18,1082,Nature,7,Froid,Machu Picchu
38,3339,Nature,6,Froid,Queenstown
39,4079,Historique,8,Tempéré,Paris
34,3691,Culture,6,Froid,Barcelone
42,1623,Culture,3,Tempéré,Los Angeles
57,2474,Plage,6,Chaud,Bali
30,1659,Nature,4,Chaud,Amsterdam
31,3110,Megalopole,7,Tempéré,Dubai
34,2655,Ile,8,Froid,Rome
45,1779,Megalopole,4,Tempéré,Sydney
48,2766,Culture,9,Chaud,Zanzibar
48,3959,Aventure,6,Froid,Patagonie
37,4308,Ile,4,Froid,Zanzibar
32,2218,Culture,7,Chaud,Buenos Aires
51,1296,Nature,3,Froid,Vancouver
43,2574,Culture,7,Froid,Le Cap
36,2283,Plage,14,Chaud,Le Cap
27,1703,Nature,11,Tempéré,Iles Galapagos
18,1443,Ile,9,Chaud,Bangkok
42,2554,Ile,14,Froid,Barcelone
33,1469,Historique,6,Chaud,Le Cap
51,3708,Plage,16,Froid,Rio de Janeiro
26,1882,Megalopole,4,Tempéré,Cancun
31,1418,Plage,23,Tempéré,Cancun
32,753,Plage,5,Froid,Barcelone
40,1998,Plage,16,Chaud,Marrakech
49,3249,Plage,19,Chaud,Rio de Janeiro
40,2041,Historique,5,Tempéré,Prague
44,1867,Ile,26,Chaud,Bali
62,2321,Ile,4,Froid,Santorin
20,1663,Culture,6,Froid,Rio de Janeiro
37,4051,Aventure,6,Chaud,Queenstown
23,2833,Plage,6,Chaud,Marrakech
44,2362,Megalopole,12,Chaud,Bangkok
22,947,Nature,7,Tempéré,Paris
30,1240,Nature,3,Chaud,Barcelone
29,1392,Ile,5,Tempéré,Santorin
33,1147,Plage,6,Tempéré,Rio de Janeiro
66,5482,Nature,7,Froid,Vancouver
18,1165,Nature,9,Tempéré,Iles Galapagos
31,1061,Ile,13,Froid,Bali
46,2657,Aventure,7,Tempéré,Sydney
45,1951,Ile,4,Froid,Machu Picchu
55,4493,Megalopole,6,Tempéré,New York
45,2546,Historique,9,Froid,Queenstown
43,1572,Plage,11,Tempéré,Barcelone
40,3039,Megalopole,8,Tempéré,Iles Galapagos
36,3970,Nature,17,Froid,Amazonie
18,995,Historique,9,Froid,Queenstown
42,4833,Nature,10,Froid,Vancouver
53,3406,Aventure,6,Chaud,Patagonie
34,1958,Megalopole,8,Tempéré,Tokyo
55,4543,Culture,3,Froid,Amsterdam
30,1911,Aventure,8,Chaud,Le Caire
18,1602,Culture,3,Froid,Marrakech
38,2603,Nature,7,Tempéré,Iles Galapagos
36,3654,Nature,3,Tempéré,Le Cap
52,7010,Historique,3,Tempéré,Kyoto
51,3422,Megalopole,12,Froid,Sydney
30,2151,Ile,18,Froid,Bora Bora
39,3532,Megalopole,5,Chaud,Dubai
61,4580,Culture,10,Tempéré,Kyoto
38,2140,Plage,8,Tempéré,Kyoto
18,2805,Aventure,10,Froid,Patagonie
29,1755,Historique,9,Froid,Zanzibar
35,1182,Aventure,6,Tempéré,Patagonie
56,1248,Historique,6,Froid,Le Caire
34,2802,Ile,3,Froid,Bali
39,2848,Aventure,6,Tempéré,Amazonie
35,3264,Ile,12,Chaud,Marrakech
18,1233,Ile,14,Tempéré,Zanzibar
37,2498,Megalopole,9,Chaud,Le Cap
32,2905,Nature,6,Froid,Vancouver
30,3660,Plage,8,Chaud,Cancun
63,4833,Megalopole,6,Chaud,Le Cap
41,3473,Nature,7,Chaud,Le Cap
42,1930,Culture,7,Chaud,Rio de Janeiro
44,1596,Culture,17,Chaud,Buenos Aires
27,1941,Megalopole,11,Tempéré,Bangkok
51,3668,Plage,8,Tempéré,Barcelone
23,1459,Ile,6,Froid,Bali
58,2513,Nature,5,Tempéré,Le Cap
32,2693,Ile,12,Froid,Bali
33,3176,Nature,9,Chaud,Bangkok
46,3591,Nature,4,Tempéré,Vancouver
32,1336,Culture,5,Froid,Queenstown
21,1750,Nature,6,Tempéré,Vancouver
41,5323,Megalopole,3,Froid,Bangkok
40,1644,Historique,14,Froid,Machu Picchu
18,2343,Plage,5,Chaud,Londres
50,4200,Culture,16,Chaud,Bangkok
51,3230,Nature,3,Chaud,Iles Galapagos
51,4197,Plage,5,Chaud,Cancun
65,5180,Culture,9,Froid,Dubai
41,1644,Megalopole,3,Chaud,Dubai
67,3649,Megalopole,12,Chaud,Sydney
40,3127,Historique,5,Froid,Amsterdam
48,3412,Ile,15,Chaud,Zanzibar
46,2373,Nature,5,Chaud,Vancouver
40,2387,Megalopole,6,Chaud,Los Angeles
52,3984,Historique,9,Froid,Paris
46,956,Aventure,6,Tempéré,Queenstown
25,2208,Ile,9,Chaud,Santorin
35,818,Ile,19,Chaud,Bora Bora
59,500,Plage,11,Tempéré,Santorin
31,980,Historique,5,Tempéré,Los Angeles
41,1645,Aventure,11,Chaud,Los Angeles
52,4402,Historique,5,Chaud,Rome
20,1048,Historique,10,Froid,Machu Picchu
38,1763,Megalopole,6,Tempéré,Buenos Aires
29,1957,Plage,10,Chaud,Cancun
41,2480,Aventure,8,Froid,Amsterdam
47,1539,Megalopole,3,Tempéré,Rio de Janeiro
49,1606,Nature,5,Froid,Rio de Janeiro
52,2670,Historique,3,Tempéré,Kyoto
30,2448,Historique,7,Tempéré,Santorin
36,1950,Aventure,9,Tempéré,Patagonie
37,2163,Culture,14,Chaud,Prague
35,1634,Plage,3,Tempéré,Cancun
40,2692,Ile,5,Tempéré,Bali
23,500,Ile,7,Tempéré,Marrakech
28,500,Aventure,10,Froid,Rome
38,772,Nature,7,Chaud,Bora Bora
28,1772,Megalopole,3,Tempéré,Buenos Aires
53,1406,Culture,14,Tempéré,Tokyo
37,714,Megalopole,8,Froid,Prague
18,813,Aventure,10,Chaud,Dubai
18,807,Historique,6,Tempéré,Rome
39,2234,Ile,9,Froid,Santorin
43,4374,Historique,13,Froid,Machu Picchu
29,2060,Culture,9,Chaud,Iles Galapagos
40,1668,Culture,12,Froid,Patagonie
59,3037,Plage,13,Chaud,Amazonie
53,4012,Ile,20,Chaud,Le Caire
41,787,Megalopole,7,Chaud,Le Caire
39,3171,Megalopole,9,Froid,Bangkok
35,998,Megalopole,15,Froid,Bangkok
49,2202,Ile,13,Chaud,Zanzibar
54,3137,Historique,12,Froid,Machu Picchu
47,2506,Megalopole,7,Chaud,Zanzibar
30,3790,Culture,7,Tempéré,Vancouver
34,1452,Megalopole,4,Tempéré,Paris
27,1587,Nature,8,Chaud,Patagonie
40,3330,Megalopole,8,Froid,Bangkok
35,500,Ile,4,Froid,New York
43,1334,Nature,10,Froid,Vancouver
38,2101,Nature,11,Froid,Buenos Aires
30,1944,Plage,6,Chaud,Santorin
32,642,Megalopole,7,Froid,Queenstown
36,904,Ile,3,Chaud,Bangkok
52,2855,Plage,9,Froid,Zanzibar
52,3413,Plage,14,Froid,Machu Picchu
35,2227,Aventure,5,Froid,Londres
59,6735,Nature,18,Chaud,Iles Galapagos
54,2276,Ile,22,Tempéré,Santorin
50,3748,Ile,11,Tempéré,Rome
41,500,Ile,6,Chaud,Bangkok
41,2380,Culture,3,Tempéré,Amazonie
56,2376,Ile,18,Tempéré,Cancun
37,2860,Aventure,7,Chaud,Queenstown
34,528,Nature,12,Tempéré,Kyoto
45,1558,Plage,7,Froid,Barcelone
24,1759,Aventure,5,Chaud,Rio de Janeiro
18,500,Culture,7,Tempéré,Paris
18,582,Culture,16,Froid,Sydney
44,1995,Megalopole,3,Tempéré,Dubai
57,3286,Plage,14,Tempéré,Barcelone
32,4527,Nature,10,Chaud,Barcelone
58,2281,Culture,12,Froid,Queenstown
38,2562,Ile,6,Froid,Vancouver
53,1049,Historique,9,Froid,Machu Picchu
18,1518,Megalopole,5,Froid,Prague
40,2091,Ile,6,Tempéré,Bora Bora
29,1481,Aventure,8,Tempéré,Zanzibar
43,2422,Megalopole,10,Froid,Prague
26,1699,Ile,4,Chaud,Santorin
53,1942,Plage,4,Chaud,Cancun
43,2920,Aventure,6,Tempéré,Amsterdam
46,2647,Ile,7,Chaud,Bora Bora
37,2260,Historique,4,Chaud,Machu Picchu
35,1272,Historique,8,Chaud,Marrakech
33,1827,Historique,8,Froid,Le Caire
39,556,Historique,9,Chaud,Machu Picchu
47,4539,Megalopole,6,Froid,Sydney
52,4710,Culture,9,Chaud,Paris
47,2345,Ile,11,Chaud,Vancouver
55,3208,Culture,6,Tempéré,Amsterdam
53,2150,Plage,4,Chaud,Dubai
28,500,Nature,3,Chaud,Le Cap
38,2375,Ile,4,Froid,Patagonie
40,2712,Culture,9,Chaud,Machu Picchu
51,3582,Historique,3,Tempéré,Buenos Aires
40,1388,Plage,5,Froid,Machu Picchu
41,2237,Historique,12,Tempéré,Kyoto
60,5383,Megalopole,4,Chaud,Marrakech
20,1274,Nature,13,Tempéré,Paris
25,801,Historique,9,Tempéré,Le Caire
36,1880,Megalopole,12,Froid,New York
33,1760,Ile,20,Tempéré,Zanzibar
49,2976,Ile,13,Froid,Rome
34,1682,Aventure,3,Froid,Queenstown
72,2694,Plage,9,Tempéré,Paris
18,1603,Nature,6,Froid,Rio de Janeiro
59,4459,Historique,5,Froid,Amsterdam
33,1077,Historique,13,Chaud,Sydney
48,2640,Historique,15,Chaud,Le Caire
46,1237,Plage,8,Chaud,Los Angeles
51,3572,Megalopole,7,Chaud,Dubai
64,4807,Aventure,8,Chaud,Cancun
50,2729,Plage,6,Chaud,Le Caire
31,1842,Historique,8,Tempéré,Prague
49,3309,Plage,3,Chaud,Sydney
42,2039,Nature,10,Chaud,Le Cap
43,964,Historique,11,Tempéré,Prague
45,2171,Historique,10,Froid,Machu Picchu
47,6046,Nature,18,Tempéré,Buenos Aires
18,1295,Megalopole,7,Chaud,Barcelone
26,1436,Ile,5,Froid,Londres
46,3502,Plage,6,Tempéré,Paris
38,2196,Plage,4,Chaud,Barcelone
37,2943,Plage,14,Tempéré,Rio de Janeiro
22,1167,Megalopole,4,Tempéré,Barcelone
41,4372,Megalopole,16,Tempéré,Marrakech
53,3153,Historique,3,Tempéré,Kyoto
34,3091,Historique,4,Froid,Barcelone
34,2269,Culture,19,Tempéré,Paris
26,1795,Nature,4,Froid,Cancun
40,914,Historique,10,Froid,Amsterdam
38,3109,Megalopole,9,Froid,Iles Galapagos
35,2960,Plage,12,Tempéré,Rio de Janeiro
33,1331,Ile,3,Froid,Patagonie
19,1587,Historique,3,Tempéré,Paris
50,3094,Nature,4,Chaud,Le Caire
41,2060,Culture,9,Tempéré,New York
24,1624,Megalopole,13,Froid,Vancouver
50,4839,Historique,10,Froid,Londres
51,4475,Aventure,10,Froid,Queenstown
55,5864,Historique,10,Froid,Le Caire
18,1330,Aventure,5,Chaud,Amazonie
24,2210,Culture,9,Tempéré,Bangkok
38,2050,Aventure,7,Froid,Queenstown
19,1652,Culture,23,Chaud,Sydney
57,790,Historique,7,Froid,Rio de Janeiro
32,2527,Ile,5,Chaud,Bangkok
25,1733,Culture,11,Tempéré,Prague
29,2087,Megalopole,4,Froid,Los Angeles
29,1285,Megalopole,17,Chaud,Barcelone
31,1995,Megalopole,8,Chaud,Sydney
31,1092,Historique,9,Froid,Le Caire
45,3132,Megalopole,14,Chaud,Bali
37,1699,Megalopole,14,Froid,Marrakech
48,4034,Megalopole,9,Tempéré,Cancun
56,4140,Culture,3,Chaud,Los Angeles
38,3126,Plage,7,Froid,Barcelone
39,2864,Ile,14,Tempéré,Santorin
41,4139,Megalopole,7,Froid,New York
35,3190,Historique,4,Froid,Rome
33,3209,Historique,9,Chaud,Rome
54,3425,Megalopole,5,Chaud,Dubai
37,2211,Culture,7,Chaud,Amazonie
26,1239,Plage,14,Froid,Cancun
30,1467,Ile,3,Froid,Zanzibar
48,3086,Ile,18,Chaud,Zanzibar
25,2706,Nature,3,Tempéré,Le Cap
41,2481,Plage,8,Tempéré,Le Cap
37,1695,Culture,7,Froid,Rome
36,500,Aventure,4,Chaud,Patagonie
31,2295,Historique,5,Froid,Le Caire
31,2553,Ile,6,Froid,Paris
31,1928,Megalopole,6,Tempéré,Bangkok
44,1617,Aventure,7,Chaud,Bora Bora
28,1828,Aventure,9,Tempéré,Amazonie
37,1400,Ile,8,Tempéré,Rome
40,3820,Megalopole,9,Tempéré,Zanzibar
40,918,Megalopole,9,Froid,Dubai
18,1868,Culture,11,Froid,Londres
52,1675,Nature,11,Tempéré,Amazonie
49,2238,Plage,10,Chaud,Iles Galapagos
30,1775,Culture,7,Chaud,Paris
57,4079,Culture,3,Tempéré,Marrakech
40,1748,Historique,6,Tempéré,Le Caire
40,2155,Culture,5,Chaud,Sydney
47,2553,Ile,16,Froid,Santorin
34,2384,Culture,6,Froid,Londres
20,1777,Plage,8,Tempéré,Machu Picchu
43,1890,Aventure,6,Froid,Vancouver
18,626,Aventure,8,Chaud,Cancun
64,6814,Historique,16,Chaud,Buenos Aires
52,5413,Ile,9,Tempéré,Queenstown
44,3087,Ile,15,Chaud,Amazonie
55,1393,Historique,8,Froid,Prague
71,3652,Ile,5,Chaud,Santorin
48,4267,Nature,16,Froid,Amazonie
18,1612,Nature,10,Froid,Prague
29,1247,Megalopole,3,Tempéré,Buenos Aires
41,4748,Culture,8,Froid,Marrakech
19,1134,Aventure,7,Chaud,Prague
51,500,Nature,3,Tempéré,Le Cap
27,2832,Aventure,10,Froid,Barcelone
38,1327,Megalopole,11,Froid,New York
21,1255,Culture,11,Tempéré,Zanzibar
55,5148,Ile,8,Tempéré,Cancun
19,1405,Plage,3,Chaud,Santorin
31,3311,Nature,23,Froid,Le Cap
34,2332,Ile,6,Chaud,Zanzibar
33,1270,Plage,8,Tempéré,Kyoto
52,2438,Culture,4,Tempéré,Amsterdam
42,2358,Culture,4,Chaud,Paris
